prompt_class,layer,head,mean_forman_curvature_mean,mean_forman_curvature_std,mean_forman_curvature_median,density_mean,density_std,density_median,n_edges_mean,n_edges_std,n_edges_median,lcc_size_mean,lcc_size_std,lcc_size_median,row_entropy_mean_mean,row_entropy_mean_std,row_entropy_mean_median,avg_shortest_path_lcc_mean,avg_shortest_path_lcc_std,avg_shortest_path_lcc_median,mean_forman_curvature_ci_lo,mean_forman_curvature_ci_hi,density_ci_lo,density_ci_hi,n_edges_ci_lo,n_edges_ci_hi,lcc_size_ci_lo,lcc_size_ci_hi,row_entropy_mean_ci_lo,row_entropy_mean_ci_hi,avg_shortest_path_lcc_ci_lo,avg_shortest_path_lcc_ci_hi
semantic_abstract,0,5,-17.620866080432656,23.983185863855333,-24.178205664333856,0.30416666666666664,0.01343390567458046,0.3055555555555556,25.7,2.5841396591085735,26.5,9.7,0.4830458915396481,10.0,0.5881022135416666,0.03290103640296996,0.5818413628472222,0.9130943657305346,0.10913495360959523,0.8686460176785327,-31.23789341595179,-3.352618335724943,0.295,0.31194444444444447,24.0975,27.2,9.4,9.902499999999998,0.5690700870090061,0.6058931393093534,0.8485888673920214,0.9770275080916828
semantic_abstract,0,6,19.537572555436544,7.479010265994995,19.658749147650084,0.40472222222222226,0.012966269419581693,0.4013888888888889,34.3,4.2176876234364356,36.0,9.7,0.4830458915396481,10.0,0.9266155242919922,0.09142185077235072,0.9539523654513888,1.4265637286850097,0.1531616475398233,1.4117682871415096,14.908683636047524,24.0533047282349,0.3977777777777778,0.4125,31.6,36.7,9.4,9.902499999999998,0.8698517237769232,0.9786995368533665,1.3335060846164013,1.5122097435104545
semantic_abstract,0,7,-3.680579306537156,18.500849825419678,2.5192087655609208,0.2616666666666666,0.026925187212853096,0.24999999999999994,22.1,2.9230881691191666,22.0,9.7,0.4830458915396481,10.0,0.5609130011664496,0.06946976922120382,0.5678236219618056,0.9248728648150155,0.20396491919132642,0.9887206932587571,-14.464959460414269,7.128334931420948,0.24666666666666667,0.27972222222222215,20.4,23.9,9.4,9.902499999999998,0.5195001602172852,0.602487112681071,0.8023817609667467,1.042577145911454
semantic_abstract,0,8,32.32025153962469,9.827221587914584,36.673355835961104,0.4488888888888889,0.02890313039278024,0.44999999999999996,37.9,3.842742076521226,38.0,9.7,0.4830458915396481,10.0,0.9941033257378471,0.08119352290272049,0.9716762966579862,1.4564501509463228,0.17468136611085539,1.4318949223311634,25.92640112402877,37.86706613763587,0.43166666666666664,0.46722222222222226,35.5,39.902499999999996,9.4,9.902499999999998,0.945759531656901,1.042562476264106,1.3554752259173963,1.5636249616658724
semantic_abstract,0,9,37.00493208620681,5.786480686820666,38.76239666606112,0.5,0.0,0.5,42.3,4.347413023856831,45.0,9.7,0.4830458915396481,10.0,1.2197347005208334,0.03988747886467338,1.2190280490451388,1.6695446861755805,0.10364530160695422,1.6731772238116642,33.349645285771615,40.03846451883043,0.5,0.5,39.6,44.12249999999998,9.4,9.902499999999998,1.1980831909179688,1.244495849609375,1.60584081400372,1.729681512531347
semantic_abstract,0,10,30.651320642814238,14.881714787028546,35.41337795898368,0.48611111111111105,0.012559870339120868,0.4875,41.1,4.121757985239902,42.5,9.7,0.4830458915396481,10.0,1.1551744249131946,0.07701191786381027,1.1288045247395835,1.4299232827699995,0.21560680835782828,1.5131486410656514,20.54522840355702,38.51387142196021,0.4780486111111111,0.49333333333333335,38.4,43.3,9.4,9.902499999999998,1.1113975694444445,1.2012493557400175,1.2769911616245944,1.5474766348729145
semantic_abstract,0,11,-30.89902988662363,18.449119738660617,-30.582934440284,0.2180555555555555,0.02949186723820924,0.2097222222222222,18.4,2.913569784454954,17.5,9.7,0.4830458915396481,10.0,0.3288700103759766,0.04448856580687983,0.310827891031901,0.4259823197167595,0.07843301813698834,0.43258297745906493,-42.16878723358268,-20.173336929003842,0.20249305555555552,0.23499999999999996,16.8,20.202499999999997,9.4,9.902499999999998,0.304140321943495,0.3545960002475315,0.3778283175381174,0.47069588207696655
semantic_abstract,0,12,38.437345653317315,6.894993478848468,40.89386889710303,0.47555555555555556,0.023888171106069795,0.48333333333333334,40.3,5.143496432929214,42.5,9.7,0.4830458915396481,10.0,1.1264539930555555,0.08077264539368227,1.1386447482638888,1.3887341462392264,0.2551139025996575,1.3888842879885053,33.79821405619552,42.24056378661381,0.4611111111111111,0.48888888888888893,37.097500000000004,43.1,9.4,9.902499999999998,1.0781981065538195,1.1725846354166665,1.231703420733247,1.5353015947209907
semantic_abstract,0,13,-33.65837466846208,32.48972557290071,-27.759361175895037,0.2263888888888889,0.012439841520874441,0.22777777777777775,19.1,1.728840330651992,19.0,9.7,0.4830458915396481,10.0,0.39396531846788196,0.04401786420257062,0.37955729166666663,0.6186310107074351,0.1827145572006133,0.5347784667538498,-52.351004711671415,-14.306937327707244,0.21944444444444441,0.23334027777777777,18.0,20.1,9.4,9.902499999999998,0.36729204813639327,0.4205032687717013,0.5107479117285388,0.7304769409287398
semantic_abstract,8,0,34.170065111263376,5.493054379134845,35.517388833938945,0.4963888888888889,0.005863385258884288,0.5,42.0,4.396968652757639,44.5,9.7,0.4830458915396481,10.0,1.274142116970486,0.03998133502107433,1.2750379774305556,1.6021958447476834,0.09103552757965204,1.5751603099541822,30.815250714377367,37.41010767706758,0.49277083333333327,0.5,39.2,44.107499999999995,9.4,9.902499999999998,1.2503718227810332,1.2985890028211806,1.5528397704309986,1.6575753502279258
